,사업장명,업소유형,업태구분명,지번주소,도로명주소,위도,경도,별점,방문자 리뷰수,블로그 리뷰수,지하철역과의 거리,도보시간,한실수,양실수,욕실수,구비시설,네이버 이런점이 좋아요 총합,네이버 이런점이 좋아요 {항목:좋아요수},데이터갱신일자,인허가일자,인허가취소일자,영업상태코드,폐업일자,휴업시작일자,휴업종료일자,재개업일자
0,동산여관,,여관업,서울특별시 중구 필동2가 57번지 ,서울특별시 중구 퇴계로42길 3-6 (필동2가),37.5614227311881,126.997063369532,,,,,,17.0,0.0,0.0,,,,2019-02-23 02:40:00.0,20030226,,1,,,,
0,프레이저 플레이스 센트럴 서울,,관광호텔,서울특별시 중구 순화동 214외1번지 ,서울특별시 중구 통일로 78 (순화동),37.5625812744423,126.969774286437,,,,,,0.0,240.0,0.0,,,,2018-08-31 23:59:59.0,20080918,,1,,,,
0,프레이저플레이스남대문서울(Fraser Place Namdaemun-Seoul),,관광호텔,서울특별시 중구 남대문로4가 17-7번지 2층~15층 ,"서울특별시 중구 세종대로 58 (남대문로4가, 2층~15층)",37.5613118531632,126.976471338841,,,,,,0.0,252.0,0.0,,,,2018-08-31 23:59:59.0,20130528,,1,,,,
0,스몰 하우스 빅도어,,여관업,서울특별시 중구 다동 115번지 ,서울특별시 중구 남대문로9길 6 (다동),37.5669435045905,126.98195275379,,,,,,0.0,25.0,0.0,,,,2018-08-31 23:59:59.0,20140508,,1,,,,
0,힐하우스 호텔,,일반호텔,서울특별시 중구 회현동1가 133-1번지 ,서울특별시 중구 소공로3길 42 (회현동1가),37.5568402750789,126.981994009862,,,,,,0.0,41.0,0.0,,,,2018-08-31 23:59:59.0,19730627,,1,,,,
0,알프스모텔,,여관업,서울특별시 중구 태평로2가 58-5번지 ,서울특별시 중구 세종대로16길 3 (태평로2가),37.5635234075462,126.977228307553,,,,,,0.0,16.0,0.0,,,,2018-08-31 23:59:59.0,20020204,,1,,,,
0,S(에스)모텔,,여관업,서울특별시 중구 신당동 281-34번지 ,서울특별시 중구 다산로42나길 53-1 (신당동),37.5620206248573,127.017558578192,,,,,,0.0,11.0,0.0,,,,2019-05-01 02:40:00.0,19700611,,1,,,,
0,CF,,여관업,서울특별시 중구 충무로4가 155-2번지 ,서울특별시 중구 퇴계로37길 22 (충무로4가),37.5621813291569,126.993704391713,,,,,,0.0,28.0,0.0,,,,2018-08-31 23:59:59.0,19811205,,1,,,,
0,백금여관,,여관업,서울특별시 중구 을지로7가 18-9번지 ,서울특별시 중구 퇴계로 343-12 (을지로7가),37.5649907366378,127.010047567341,,,,,,0.0,10.0,0.0,,,,2018-08-31 23:59:59.0,19660324,,1,,,,
0,솔라리아 니시테츠 호텔 서울 명동,,관광호텔,서울특별시 중구 명동2가 31-1 7층~22층 ,"서울특별시 중구 명동8길 27, 7층~22층 (명동2가)",37.5625312330845,126.985166774442,,,,,,0.0,312.0,0.0,,,,2021-05-06 02:40:00.0,20150911,,1,,,,
0,노보텔 앰배서더 서울 동대문 호텔,5성급,관광호텔,서울특별시 중구 을지로6가 58-5 ,서울특별시 중구 을지로 238 (을지로6가),37.5662979778441,127.004377614458,4.47,"1,774","3,531",265m,,0.0,331.0,0.0,"무료 와이파이,와이파이,공항 셔틀 제공,무료 주차 가능,주차장,24시간 리셉션,룸 서비스,컨시어지,환전,운반 서비스,수영장,실내 수영장,실외 풀,피트니스센터,키즈 클럽,자쿠지",,,2021-04-16 02:40:00.0,20180614,,1,,,,
0,노보텔 앰배서더 서울 동대문 레지던스,5성급,숙박업(생활),서울특별시 중구 을지로6가 58-5 ,서울특별시 중구 을지로 238 (을지로6가),37.5662979778441,127.004377614458,4.47,"1,774","3,531",265m,,0.0,192.0,0.0,"무료 와이파이,와이파이,공항 셔틀 제공,무료 주차 가능,주차장,24시간 리셉션,룸 서비스,컨시어지,환전,운반 서비스,수영장,실내 수영장,실외 풀,피트니스센터,키즈 클럽,자쿠지",,,2021-04-16 02:40:00.0,20180614,,1,,,,
0,대림,,여관업,서울특별시 중구 황학동 840번지 ,서울특별시 중구 마장로18길 38 (황학동),37.5661986980935,127.022964929158,,,,,,0.0,11.0,0.0,,,,2018-08-31 23:59:59.0,19760209,,1,,,,
0,24게스트하우스 명동에비뉴,,여관업,"서울특별시 중구 북창동 134-1 4,5,6층","서울특별시 중구 남대문로1길 6, 4,5,6층 (북창동)",,,,,,,,,,,,,,2021-12-05 22:05:00.0,20140512,,1,,,,
0,재화여관,여관,여관업,서울특별시 중구 신당동 121-56,서울특별시 중구 다산로42길 29 (신당동),37.5646665200431,127.017964183354,,1,,167m,,,,,,,,2021-11-01 22:09:00.0,20030226,,1,,,,
0,올리브호스텔 동대문점,,일반호텔,서울특별시 중구 광희동1가 182-20 2~5층 ,"서울특별시 중구 장충단로 229-9 (광희동1가, 2~5층)",37.5653697429869,127.00687166583,,,,,,0.0,12.0,0.0,,,,2021-12-02 02:40:00.0,20160920,,1,,,,
0,동대문파크 호스텔(Dongdaemunpark hostel),,관광호텔,서울특별시 중구 광희동2가 43-1번지 3~6층 ,"서울특별시 중구 퇴계로 329 (광희동2가, 3~6층)",37.5645001129323,127.008110870986,,,,,,0.0,15.0,0.0,,,,2020-03-26 02:40:00.0,20161216,,1,,,,
0,뉴천지호텔,,일반호텔,서울특별시 중구 을지로5가 133-1번지 ,서울특별시 중구 을지로38길 20 (을지로5가),37.5658849050821,127.003340098559,,,,,,0.0,54.0,0.0,,,,2018-08-31 23:59:59.0,19740330,,1,,,,
0,트레블로지 동대문 호텔,,관광호텔,서울특별시 중구 을지로5가 273-4번지 2~20층 ,"서울특별시 중구 동호로 359, 2~20층 (을지로5가)",,,,,,,,0.0,242.0,0.0,,,,2018-12-12 02:40:00.0,20160627,,1,,,,
0,나인트리호텔 명동,3성급,관광호텔,서울특별시 중구 충무로2가 63-2 ,서울특별시 중구 명동10길 51 (충무로2가),37.5615921385709,126.986022168744,4.42,135,193,65m,,0.0,144.0,0.0,"무료 와이파이,와이파이,고속 인터넷,공항 셔틀 제공,24시간 리셉션,컨시어지,외국어 구사 직원,세탁 서비스,모닝콜 서비스",,,2022-01-14 02:40:00.0,20121119,,1,,,,
0,탑모텔,,여관업,서울특별시 중구 무학동 59-2번지 ,서울특별시 중구 퇴계로74길 25 (무학동),37.564014484159,127.014586547098,,,,,,0.0,13.0,0.0,,,,2019-09-04 02:40:00.0,19710806,,1,,,,
0,송림장여관,,여관업,서울특별시 중구 황학동 371-10번지 2~4층 ,"서울특별시 중구 퇴계로83길 16 (황학동,2~4층)",37.5663881260615,127.018656753064,,,,,,2.0,10.0,0.0,,,,2019-02-24 02:40:00.0,20100705,,1,,,,
0,트레블로지 명동 시티홀 호텔,3성급,관광호텔,서울특별시 중구 북창동 17-1 ,"서울특별시 중구 세종대로16길 22, 지상2층~11층 (북창동)",37.5630667632716,126.978078465006,4.66,111,54,198m,,3.0,87.0,0.0,"무료 와이파이,와이파이,24시간 리셉션,컨시어지,외국어 구사 직원,모닝콜 서비스,물품보관소",,,2022-02-24 02:40:00.0,20130417,,1,,,,
0,호텔 피제이 명동,,관광호텔,서울특별시 중구 인현동2가 73-1 외2 ,"서울특별시 중구 마른내로 71 (인현동2가,외2)",37.564914230219,126.995681324108,,,,,,0.0,247.0,95.0,,,,2020-09-17 02:40:00.0,19700625,,1,,,,
0,CF 모텔,,여관업,서울특별시 중구 장충동2가 7-1번지 ,서울특별시 중구 퇴계로56길 51 (장충동2가),37.5615711147041,127.005693199031,,,,,,0.0,32.0,0.0,,,,2018-08-31 23:59:59.0,20010404,,1,,,,
0,신도여관,,여관업,서울특별시 중구 장충동2가 69번지 ,서울특별시 중구 퇴계로56가길 7 (장충동2가),37.5616893491206,127.005179584481,,,,,,0.0,13.0,0.0,,,,2018-08-31 23:59:59.0,20001018,,1,,,,
0,케이게스트하우스(K-guesthouse) 동대문,,여관업,서울특별시 중구 오장동 139-3번지 4층~6층 ,"서울특별시 중구 동호로 345, 4층~6층 (오장동)",37.5651955828417,127.002025274758,,,,,,0.0,20.0,0.0,,,,2019-08-02 02:40:00.0,20150821,,1,,,,
0,황금장여관,,여관업,서울특별시 중구 남창동 168-5번지 ,서울특별시 중구 퇴계로4길 9 (남창동),37.5576235999613,126.977752526475,,,,,,0.0,11.0,0.0,,,,2018-08-31 23:59:59.0,19660901,,1,,,,
0,스테이락 호텔,,일반호텔,서울특별시 중구 충무로4가 131-6번지 6~10층 ,"서울특별시 중구 퇴계로 211-5, 6~10층 (충무로4가)",,,,,,,,0.0,36.0,0.0,,,,2018-08-31 23:59:59.0,20180530,,1,,,,
0,케이팝레지던스 충무로점,,여관업,서울특별시 중구 인현동1가 94-1 삼복빌딩 4층~7층,"서울특별시 중구 마른내로 53 (인현동1가, 삼복빌딩 4층~7층)",37.564466084425,126.993865830485,,,,,,,,,,,,2022-11-30 22:09:00.0,20130411,,3,20230127,,,
0,서울로얄호텔,,관광호텔,서울특별시 중구 명동1가 6-0번지 ,서울특별시 중구 명동길 61 (명동1가),37.5643861999751,126.985864316953,,,,,,3.0,301.0,0.0,,,,2018-08-31 23:59:59.0,19840521,,1,,,,
0,호텔 스카이파크 Ⅱ,,관광호텔,서울특별시 중구 을지로2가 195-8번지 ,서울특별시 중구 명동9길 22 (을지로2가),37.564931923305,126.985050960177,,,,,,0.0,120.0,0.0,,,,2018-08-31 23:59:59.0,20110719,,1,,,,
0,레몬 게스트 하우스,,여관업,서울특별시 중구 수표동 35-16번지 ,서울특별시 중구 수표로 68 (수표동),37.5672167228543,126.989783139268,,,,,,2.0,18.0,0.0,,,,2019-12-08 02:40:00.0,20031029,,1,,,,
0,스타 게스트 원룸텔,,여관업,서울특별시 중구 북창동 104 5층 ,"서울특별시 중구 남대문로1길 26-10 (북창동, 5층)",37.5620867340846,126.977996467826,,,,,,0.0,35.0,0.0,,,,2022-01-13 02:40:00.0,20141218,,1,,,,
0,더스테이호텔,,여관업,서울특별시 중구 충무로2가 12-19번지 4층~8층 ,"서울특별시 중구 명동8가길 31 (충무로2가, 4층~8층)",37.5619010879859,126.98678417297,,,,,,0.0,34.0,0.0,,,,2018-08-31 23:59:59.0,20150601,,1,,,,
0,서울맘 게스트하우스,,여관업,서울특별시 중구 을지로3가 225-1번지 ,서울특별시 중구 을지로15길 6-15 (을지로3가),37.5668811241077,126.994057264229,,,,,,0.0,13.0,0.0,,,,2018-08-31 23:59:59.0,20130624,,1,,,,
0,명동멀린호텔,,여관업,서울특별시 중구 충무로5가 19-5 광암라이피아 2~5층 ,"서울특별시 중구 퇴계로 245, 2~5층 (충무로5가, 광암라이피아)",,,,,,,,0.0,29.0,0.0,,,,2021-07-29 02:40:00.0,20130118,,1,,,,
0,명동 선샤인 게스트하우스,,일반호텔,"서울특별시 중구 충무로2가 11-1번지 선샤인빌딩 7층, 8층 ","서울특별시 중구 명동8가길 27 (충무로2가, 선샤인빌딩 7층, 8층)",37.5620005331406,126.986563787577,,,,,,0.0,45.0,0.0,,,,2020-05-17 02:40:00.0,20170522,,1,,,,
0,남양여관,,여관업,서울특별시 중구 신당동 152-3번지 ,,37.5644244695201,127.021459224636,,,,,,0.0,8.0,0.0,,,,2018-08-31 23:59:59.0,20000328,,3,20021217,,,
0,현대 서비스드 레지던스,,숙박업(생활),서울특별시 중구 충무로5가 22-5 현대프레스타워 5~15층 ,"서울특별시 중구 마른내로12길 7-4 (충무로5가, 현대프레스타워 5~15층)",37.5638525728321,127.000746575336,,,,,,0.0,165.0,0.0,,,,2020-11-21 02:40:00.0,20160420,,1,,,,
0,코트야드 메리어트 서울남대문,,관광호텔,서울특별시 중구 남대문로4가 17-23번지 ,"서울특별시 중구 남대문로 9, 4~20층 (남대문로4가)",,,,,,,,0.0,409.0,0.0,,,,2018-08-31 23:59:59.0,20160503,,1,,,,
0,레인보우호텔,,여관업,서울특별시 중구 흥인동 110번지 ,서울특별시 중구 다산로 255-1 (흥인동),37.5659398332319,127.015902068172,,,,,,1.0,31.0,0.0,,,,2020-01-02 02:40:00.0,20030203,,1,,,,
0,소테츠호텔즈 더 스프라지르 서울 명동,,관광호텔,서울특별시 중구 북창동 93-52 ,서울특별시 중구 남대문로5길 15 (북창동),37.5620745265939,126.978739633494,,,,,,78.0,352.0,0.0,,,,2021-04-29 02:40:00.0,20151103,,1,,,,
0,크리에이터타운 소공,,관광호텔,서울특별시 중구 북창동 93-43 지1층~7층 ,"서울특별시 중구 남대문로5길 17-5 (북창동, 지1층~7층)",37.5623448161307,126.978687265777,,,,,,0.0,45.0,0.0,,,,2021-09-15 02:40:00.0,20130321,,1,,,,
0,국도관광개발 주식회사 호텔국도,,관광호텔,"서울특별시 중구 을지로4가 310 지상2층일부, 지상5층~19층","서울특별시 중구 을지로 164 (을지로4가,지상2층일부, 지상5층~19층)",37.5661795200146,126.996298813484,,,,,,,,,,,,2021-12-05 23:08:00.0,20070228,,1,,,,
0,블루마운틴 명동,,일반호텔,서울특별시 중구 명동2가 2-21 2층,"서울특별시 중구 명동10길 19-27 (명동2가, 2층)",37.5631717435314,126.985835571048,,,,,,,,,,,,2021-12-07 00:03:00.0,20170524,,3,20220701,,,
0,명동 킹콩호텔(KingKong Hotel),,여관업,서울특별시 중구 회현동1가 185-2,서울특별시 중구 퇴계로8길 2-1 (회현동1가),37.5590985540958,126.979882567163,,,,,,,,,,,,2021-11-01 22:09:00.0,19601230,,1,,,,
0,호텔 토마스 명동,,관광호텔,서울특별시 중구 북창동 12-1번지 호텔 토마스 명동 ,"서울특별시 중구 세종대로16길 26, 호텔 토마스 명동 (북창동)",37.5631413305496,126.978376006507,,,,,,0.0,0.0,0.0,,,,2018-08-31 23:59:59.0,20180214,,1,,,,
0,96번지,,관광호텔,"서울특별시 중구 광희동2가 96번지 1층,2층,3층,4층 ","서울특별시 중구 퇴계로 343-1, 1층,2층,3층4층 (광희동2가)",37.5648068664689,127.009771704669,,,,,,0.0,15.0,0.0,,,,2019-01-27 02:40:00.0,20160405,,1,,,,
0,(주)조선호텔앤리조트 레스케이프,,관광호텔,서울특별시 중구 회현동1가 194-19 AK타워 B동 9층-24층 ,"서울특별시 중구 퇴계로 67, AK타워 B동 9층-24층 (회현동1가)",37.5597323437561,126.979523390315,,,,,,0.0,204.0,0.0,,,,2021-01-16 02:40:00.0,20180711,,1,,,,
0,카림게스트하우스,,일반호텔,서울특별시 중구 광희동1가 193 광성빌딩  3층,"서울특별시 중구 장충단로 225 (광희동1가, 광성빌딩  3층)",37.5649140092219,127.007039820859,,,,,,,,,,,,2021-12-06 00:09:00.0,20150728,,1,,,,
0,탕파스호스텔,호스텔,숙박업 기타,서울특별시 중구 충무로2가 51-17 ,서울특별시 중구 퇴계로 159-8 (충무로2가),37.5617411970249,126.98988348796,4.58,18,,237m,[],0.0,19.0,0.0,,,,2021-07-09 02:40:00.0,20150108,,1,,,,
0,필스테이 명동스테이션(명동역점),,일반호텔,서울특별시 중구 충무로2가 66-9번지 4~5층 ,"서울특별시 중구 명동8가길 7 (충무로2가, 4~5층)",37.5617602798822,126.985404271845,,,,,,0.0,10.0,0.0,,,,2018-08-31 23:59:59.0,20170605,,1,,,,
0,서울씨티호텔(SEOUL CITY HOTEL),,여관업,서울특별시 중구 회현동1가 72-1번지 ,서울특별시 중구 퇴계로4길 69 (회현동1가),37.5582463820337,126.980913957298,,,,,,0.0,22.0,0.0,,,,2019-01-26 02:40:00.0,20030226,,1,,,,
0,알로프트서울명동호텔,,관광호텔,서울특별시 중구 명동2가 104번지 3층~20층 ,"서울특별시 중구 남대문로 56 (명동2가, 3층~20층)",37.5622851693723,126.981923317928,,,,,,0.0,223.0,0.0,,,,2019-01-23 02:40:00.0,20170112,,1,,,,
0,토모레지던스,,여관업,서울특별시 중구 충무로2가 12-8 2~4층,"서울특별시 중구 명동8가길 51, 2~4층 (충무로2가)",,,,,,,,,,,,,,2022-12-02 23:07:00.0,2012-08-28,,3,2023-03-15,,,
0,투유(2U)HOSTEL,,숙박업 기타,"서울특별시 중구 주교동 125-2 3,4,5층 ","서울특별시 중구 청계천로 184, 3,4,5층 (주교동)",,,,,,,,0.0,21.0,0.0,,,,2021-02-24 02:40:00.0,20150122,,1,,,,
0,미도호텔,,여관업,서울특별시 중구 회현동1가 70-0번지 ,서울특별시 중구 퇴계로10길 20-3 (회현동1가),37.5584805814272,126.980547087842,,,,,,0.0,32.0,0.0,,,,2018-08-31 23:59:59.0,19601230,,1,,,,
0,(주)뉴오리엔탈관광호텔,,관광호텔,서울특별시 중구 회현동3가 10번지 ,서울특별시 중구 퇴계로14길 1 (회현동3가),37.5603379230525,126.983696198999,,,,,,0.0,65.0,0.0,,,,2018-08-31 23:59:59.0,19660214,,1,,,,
0,NEO SEOUL,,관광호텔,서울특별시 마포구 서교동 463-1,서울특별시 마포구 동교로 142-13 (서교동),,,,,,,,,,,,,,2021-12-08 00:03:00.0,20180205,,3,20220801,,,
0,스타즈호텔 명동2호점,,관광호텔,서울특별시 중구 충무로3가 58-8,서울특별시 중구 수표로 16 (충무로3가),37.5625608957054,126.990635711957,,,,,,,,,,,,2022-11-30 23:05:00.0,20150415,,1,,,,
0,더소미,,일반호텔,서울특별시 중구 신당동 773 18층,"서울특별시 중구 마장로 3 (신당동, 18층)",37.5687984821779,127.010543979771,,,,,,,,,,,,2022-11-30 23:09:00.0,20161018,,1,,,,
0,24게스트하우스 서울시청점,,숙박업 기타,서울특별시 중구 태평로2가 366-1번지 3층 ,"서울특별시 중구 덕수궁길 7, 3층 (태평로2가)",37.5647231818473,126.976350513728,,,,,,0.0,16.0,0.0,,,,2018-11-15 02:35:49.0,20151013,,1,,,,
0,디어스명동,,관광호텔,서울특별시 중구 남학동 13-2 지하2층~14층 ,"서울특별시 중구 퇴계로 176, 지하2층~14층 (남학동)",37.5608089579859,126.991293515555,,,,,,0.0,112.0,0.0,,,,2020-11-29 02:40:00.0,20180509,,1,,,,
0,HOTEL PARK HILL,,여관업,서울특별시 중구 회현동1가 53-6번지 ,서울특별시 중구 퇴계로12길 39-8 (회현동1가),37.5577796208249,126.98177184396,,,,,,0.0,24.0,0.0,,,,2019-03-21 02:40:00.0,20030226,,1,,,,
0,이비스앰버서더 명동,바(BAR),관광호텔,서울특별시 중구 명동1가 59-5 ,서울특별시 중구 남대문로 78 (명동1가),37.5641849908728,126.983004582977,4.63,19,48,,,1.0,279.0,0.0,,,,2022-03-23 02:40:00.0,20060426,,1,,,,
0,안전장,,여관업,서울특별시 중구 남대문로5가 17-8번지 1층~3층 ,"서울특별시 중구 세종대로2나길 21 (남대문로5가, 1층~3층)",37.5584626085105,126.974624831653,,,,,,0.0,19.0,0.0,,,,2018-08-31 23:59:59.0,20131127,,1,,,,
0,나인트리프리미어호텔 명동Ⅱ,,관광호텔,서울특별시 중구 초동 72-10 3~16층 ,"서울특별시 중구 마른내로 28 (초동, 3~16층)",37.5643370443986,126.990819757756,,,,,,0.0,408.0,0.0,,,,2022-01-14 02:40:00.0,20170217,,1,,,,
0,호텔 더 디자이너스 동대문,,관광호텔,서울특별시 중구 쌍림동 270-2번지 ,서울특별시 중구 퇴계로 306 (쌍림동),37.5636121437623,127.005660530491,,,,,,0.0,99.0,0.0,,,,2019-03-10 02:40:00.0,20150828,,1,,,,
0,반얀트리 클럽앤스파 서울,,관광호텔,서울특별시 중구 장충동2가 산 5-5번지 ,서울특별시 중구 장충단로 60 (장충동2가),37.5500710078051,127.000497474349,,,,,,0.0,50.0,0.0,,,,2018-08-31 23:59:59.0,19830106,,1,,,,
0,을지모텔,,여관업,서울특별시 중구 을지로3가 345-2번지 ,,,,,,,,,0.0,0.0,0.0,,,,2018-08-31 23:59:59.0,19991229,,3,20030226,,,
0,창덕여인숙,,여인숙업,서울특별시 중구 황학동 371-6번지 ,서울특별시 중구 퇴계로83길 12-5 (황학동),37.5664865030224,127.018731256657,,,,,,7.0,0.0,0.0,,,,2018-08-31 23:59:59.0,20030226,,1,,,,
0,중앙여인숙,,여인숙업,서울특별시 중구 황학동 754-0번지 3통5반 ,,37.5668908584698,127.018229244103,,,,,,10.0,0.0,0.0,,,,2018-11-22 02:36:26.0,19641124,,1,,,,
0,(주)서울프린스호텔,,관광호텔,서울특별시 중구 남산동2가 1-1번지 ,서울특별시 중구 퇴계로 130 (남산동2가),37.5606709890002,126.986273829589,,,,,,0.0,87.0,0.0,,,,2018-08-31 23:59:59.0,19690415,,1,,,,
0,구미장여관,,여관업,서울특별시 중구 광희동1가 134-0번지 ,서울특별시 중구 을지로42길 7 (광희동1가),37.5658383144767,127.005880625314,,,,,,10.0,0.0,10.0,,,,2018-08-31 23:59:59.0,19860111,,1,,,,
0,새롬모텔,모텔,여관업,서울특별시 중랑구 면목동 191-78,서울특별시 중랑구 봉우재로 7 (면목동),37.5895720245174,127.074327231256,,,,786m,,,,,,,,2021-11-02 00:02:00.0,19710809,,1,,,,
0,이비스 스타일 앰배서더 서울 명동,3성급,관광호텔,서울특별시 중구 충무로2가 53-10,서울특별시 중구 삼일대로 302 (충무로2가),37.5616821383464,126.989389113524,4.38,245,379,,,,,,,,,2021-12-08 00:07:00.0,20150123,,1,,,,
0,호스텔 아라125,,일반호텔,"서울특별시 중구 명동1가 38-1 5,6층","서울특별시 중구 명동9길 21 (명동1가, 5,6층)",37.5647667051292,126.984541762833,,,,,,,,,,,,2021-12-09 00:01:00.0,20160728,,1,,,,
0,토요코인 서울동대문Ⅰ,,일반호텔,서울특별시 중구 광희동2가 73,서울특별시 중구 퇴계로 337 (광희동2가),37.5647063794837,127.008962628265,,,,,,,,,,,,2021-12-07 22:08:00.0,20090727,,3,20220826,,,
0,크라운파크호텔,,관광호텔,서울특별시 중구 소공동 70번지 ,서울특별시 중구 남대문로7길 19 (소공동),37.5637733439194,126.980774234134,,,,,,0.0,204.0,0.0,,,,2019-09-21 02:40:00.0,20151015,,1,,,,
0,장충인(J C INN),,여관업,서울특별시 중구 장충동2가 12-6번지 ,서울특별시 중구 동호로30길 42 (장충동2가),37.561039817192,127.005256050425,,,,,,0.0,15.0,0.0,,,,2018-08-31 23:59:59.0,20030226,,1,,,,
0,동은여인숙,,여인숙업,서울특별시 중구 만리동1가 62-38번지 ,서울특별시 중구 만리재로 207-10 (만리동1가),37.5560196849842,126.967773526841,,,,,,18.0,0.0,0.0,,,,2018-08-31 23:59:59.0,19701203,,1,,,,
0,호수모텔,,여관업,서울특별시 중구 만리동1가 53-16번지 ,서울특별시 중구 만리재로35길 46-14 (만리동1가),37.5569089864007,126.967835616776,,,,,,3.0,7.0,0.0,,,,2019-10-26 02:40:00.0,19730222,,1,,,,
0,레인보우호텔(Rainbow Hotel),,일반호텔,서울특별시 중구 충무로3가 57-3번지 2F~5F ,"서울특별시 중구 퇴계로31길 29 (충무로3가, 2F~5F)",37.5625117192277,126.992114580829,,,,,,0.0,16.0,0.0,,,,2018-08-31 23:59:59.0,20140829,,1,,,,
0,우리텔,,여인숙업,서울특별시 중구 중림동 66번지 ,서울특별시 중구 청파로 441-1 (중림동),37.5588401720229,126.968798727831,,,,,,17.0,0.0,0.0,,,,2019-05-01 02:40:00.0,20010404,,1,,,,
0,계림장여관,,여관업,서울특별시 중구 남산동2가 11-1번지 ,서울특별시 중구 퇴계로20길 5-4 (남산동2가),37.5598240121959,126.985936369092,,,,,,13.0,2.0,0.0,,,,2018-08-31 23:59:59.0,19671023,,1,,,,
0,해성장여관,,여관업,서울특별시 중구 중림동 128-24번지 ,서울특별시 중구 청파로 429-6 (중림동),37.5582390668084,126.968950749608,,,,,,6.0,6.0,0.0,,,,2018-08-31 23:59:59.0,20030226,,1,,,,
0,자현,,여관업,서울특별시 중구 명동2가 94-1번지 ,,37.5626593072401,126.982213658358,,,,,,0.0,0.0,0.0,,,,2018-08-31 23:59:59.0,19601230,,3,19980728,,,
0,동문장여관,,여관업,서울특별시 중구 황학동 2526-0번지 ,서울특별시 중구 난계로11길 33 (황학동),37.5665684052924,127.02186540006,,,,,,0.0,11.0,16.0,,,,2018-08-31 23:59:59.0,19870113,,1,,,,
0,필스테이 동대문이코노미,,여관업,"서울특별시 중구 광희동1가 38-1번지 3층,4층,5층 ","서울특별시 중구 을지로38길 11, 3층,4층,5층 (광희동1가)",37.5660653588753,127.003855684427,,,,,,0.0,15.0,0.0,,,,2018-08-31 23:59:59.0,20151230,,1,,,,
0,모텔 비,,여관업,서울특별시 중구 충정로1가 57-0번지 ,서울특별시 중구 새문안로 28-1 (충정로1가),37.567688896562,126.968945695639,,,,,,0.0,10.0,0.0,,,,2018-08-31 23:59:59.0,19790518,,1,,,,
0,케이게스트하우스명동1호점(K-GUEST HOUSE THE MYEONG DONG 1ST),,일반호텔,"서울특별시 중구 충무로1가 25-50번지 3,4,5층 ","서울특별시 중구 퇴계로 103, 3,4,5층 (충무로1가)",,,,,,,,0.0,11.0,0.0,,,,2018-11-15 02:35:49.0,20150311,,1,,,,
0,플라자호텔,5성급,관광호텔,서울특별시 중구 태평로2가 23 ,서울특별시 중구 소공로 119 (태평로2가),37.5646641418657,126.978090221167,4.41,"1,723","4,064",,,0.0,479.0,0.0,,,,2021-12-16 02:40:00.0,19760922,,1,,,,
0,에이(A)모텔,,여관업,"서울특별시 중구 무학동 33 2층,3층 ","서울특별시 중구 퇴계로76길 30 (무학동, 2층,3층)",37.5639581858696,127.015190158294,,,,,,0.0,14.0,0.0,,,,2020-10-31 02:40:00.0,20021031,,1,,,,
0,아로마모텔,모텔,여관업,서울특별시 관악구 신림동 1431-21,서울특별시 관악구 신림동1길 25 (신림동),37.4863134094559,126.928683663399,,,,252m,,,,,,,,2021-12-08 00:07:00.0,19830912,,1,,,,
0,박씨네 한옥,,여관업,서울특별시 중구 을지로7가 12,서울특별시 중구 퇴계로 345-6 (을지로7가),37.5649497263684,127.010221644565,,,,,,,,,,,,2021-11-01 22:09:00.0,20030226,,1,,,,
0,동대문라트리 호텔,,여관업,서울특별시 중구 을지로6가 18-73 ,서울특별시 중구 을지로41길 10 (을지로6가),37.5668255070038,127.006432280571,,,,,,0.0,31.0,0.0,,,,2021-04-03 02:40:00.0,20030226,,1,,,,
0,K그랜드호텔 명동,,일반호텔,서울특별시 중구 명동2가 52-7 4~6층 ,"서울특별시 중구 명동8길 36, 4~6층 (명동2가)",,,,,,,,0.0,25.0,0.0,,,,2020-09-09 02:40:00.0,20160223,,1,,,,
0,호텔 제이스테이(Hotel J-Stay),,여관업,서울특별시 중구 주교동 96-1번지 ,서울특별시 중구 청계천로 188 (주교동),37.5687105561747,126.998527353561,,,,,,0.0,20.0,0.0,,,,2018-08-31 23:59:59.0,20030226,,1,,,,
0,피넛호텔,호텔,여관업,서울특별시 중구 북창동 95 ,서울특별시 중구 남대문로1길 26-8 (북창동),37.5621800464365,126.977831305598,4.5,28,1,305m,,0.0,23.0,0.0,,,,2021-12-30 02:40:00.0,20111229,,1,,,,
0,동림여관,,여관업,서울특별시 중구 장충동2가 36-5번지 ,서울특별시 중구 동호로30길 27-6 (장충동2가),37.5613485245232,127.004639455025,,,,,,14.0,1.0,0.0,,,,2018-08-31 23:59:59.0,20030226,,1,,,,
0,(주)디자이너스컴퍼니,,여관업,서울특별시 중구 북창동 94-8번지 ,서울특별시 중구 남대문로1길 26-11 (북창동),37.5623461277396,126.977978961235,,,,,,3.0,7.0,0.0,,,,2020-02-12 02:40:00.0,19830706,,1,,,,
0,머스트스테이 호텔,2성급,여관업,서울특별시 중구 남창동 205-125 ,서울특별시 중구 퇴계로2길 15-3 (남창동),37.5568942328046,126.977700569391,,8,27,125m,,0.0,20.0,0.0,"와이파이,공항 셔틀 제공,24시간 리셉션,룸 서비스,드라이클리닝,물품보관소,투어 데스크",,,2021-11-18 02:40:00.0,19721129,,1,,,,
